;A;B;C
16-10-2022 15:00;0.1708978796285076;0.021019568595542;0.216115385
16-10-2022 16:00;0.1107203831772465;0.0292775221176721;0.156076923
16-10-2022 17:00;0.0936061029653608;0.0530919249431097;0.113769231
16-10-2022 18:00;0.0918420569558167;0.0859897457953935;0.098307692
16-10-2022 19:00;0.1046527699638201;0.0933163636138058;0.089846154
16-10-2022 20:00;0.1040684812840087;0.1118487861515509;0.095423077
16-10-2022 21:00;0.1061209074096514;0.1439294136865406;0.134307692
16-10-2022 22:00;0.1146938256992169;0.2363417365151213;0.184769231
16-10-2022 23:00;0.1471504059411082;0.3183687564166321;0.238807692
04-12-2022 00:00;0.1137184183876608;0.0915165532307775;0.235038462
04-12-2022 01:00;0.1136426380257471;0.0873230612078208;0.24
04-12-2022 02:00;0.1157410913670434;0.10201186295056;0.225615385
04-12-2022 03:00;0.1139834467919977;0.1189620073344754;0.224884615
04-12-2022 04:00;0.111530390043912;0.1204342786955924;0.223538462
04-12-2022 05:00;0.1115234927236426;0.1090117688658031;0.222923077
04-12-2022 06:00;0.1136328104713764;0.109304568900542;0.224961538
04-12-2022 07:00;0.1203291166813809;0.1246889775054719;0.225730769
04-12-2022 08:00;0.1291959149110507;0.1331528835944099;0.225884615
04-12-2022 09:00;0.1272523582524047;0.1231232417264863;0.227115385
04-12-2022 10:00;0.1248252228059849;0.1087355112059081;0.233461538
04-12-2022 11:00;0.1219742402669344;0.0917034820665148;0.242769231
04-12-2022 12:00;0.1275737373125371;0.0961599978494912;0.254961538
04-12-2022 13:00;0.1352537005701063;0.1150439458526715;0.271576923
04-12-2022 14:00;0.1446269784940652;0.1208403939980128;0.285384615
04-12-2022 15:00;0.1488594987911206;0.1059597007070831;0.289461538
04-12-2022 16:00;0.1606825425848667;0.0841659489688414;0.294692308
04-12-2022 17:00;0.1743347286657318;0.0843826540792979;0.302653846
04-12-2022 18:00;0.1793121144713533;0.0935661534739504;0.310461538
04-12-2022 19:00;0.1735098001454117;0.0841130133693405;0.318038462
04-12-2022 20:00;0.1690000346218429;0.0657700010235594;0.319461538
04-12-2022 21:00;0.1625764205053635;0.0545021623985616;0.303307692
04-12-2022 22:00;0.1573785007732211;0.044802540908776;0.285230769
04-12-2022 23:00;0.1577798526840583;0.0372732789985246;0.267538462
27-12-2022 00:00;0.4404350577174973;0.4702070795160942;0.600538462
27-12-2022 01:00;0.4280180780116675;0.4675627808972791;0.603307692
27-12-2022 02:00;0.4149199315785829;0.4474762022429393;0.614615385
27-12-2022 03:00;0.4134771293875973;0.4252167826528386;0.601884615
27-12-2022 04:00;0.4211899563476264;0.3822545809454588;0.589076923
27-12-2022 05:00;0.4415925452680596;0.3639860092864757;0.562038462
27-12-2022 06:00;0.4885957993606499;0.353807486044956;0.502384615
27-12-2022 07:00;0.5004505347632154;0.3517802180078225;0.4355
27-12-2022 08:00;0.5341544931217939;0.3523567197711363;0.371230769
27-12-2022 09:00;0.5031126749845645;0.3336257887352631;0.326807692
27-12-2022 10:00;0.4630278839273865;0.3008520356943093;0.288461538
27-12-2022 11:00;0.4307145245122648;0.2750533750063326;0.266538462
27-12-2022 12:00;0.3972826722003912;0.2713594627036651;0.274153846
27-12-2022 13:00;0.38838630114656;0.2674728317340648;0.287115385
27-12-2022 14:00;0.3729586186028932;0.2609840852015017;0.304961538
27-12-2022 15:00;0.3410212307632385;0.3055244294690001;0.332538462
27-12-2022 16:00;0.3402477842020531;0.4165229375535689;0.3635
27-12-2022 17:00;0.3819749489327816;0.5273130117151031;0.410115385
27-12-2022 18:00;0.406750664306611;0.5977214946449232;0.486230769
27-12-2022 19:00;0.4362107871564503;0.6160074357974925;0.557423077
27-12-2022 20:00;0.4436258121707318;0.6581549255438048;0.618538462
27-12-2022 21:00;0.4504588476119584;0.669766845565558;0.671038462
27-12-2022 22:00;0.4393408181429997;0.6666262757014226;0.717115385
27-12-2022 23:00;0.4471031885996042;0.6677594283782373;0.750038462
