Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
11;79.82503139441422;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;775.8033549737029;1293.004036278698;1293.004036278698;6613.409713313164;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2229.3351441;0.0;13700.0;901.557444467;0.0;15403.0;-13900.341168571285;-13354.988159999999;-545.3530085712861;0.0;17629.87;3380.238543910527;0.0
12;477.60357946354213;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;1293.0040362783652;1293.004036278698;1293.004036278698;6613.409713313135;6613.409713313281;6613.409713313281;9439.939341698868;9723.428365111915;9723.428365111915;1370.137;0.0;13700.0;0.0;0.0;15403.0;-18909.265524064274;-18240.009599999896;-669.2559240643809;1.0186340659856796e-10;17629.87;192.7400537749331;0.0
13;70.18967861326017;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;474.70215652091304;1293.004036278698;1293.004036278698;6274.235693589938;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2228.119228;0.0;13700.0;1285.980651119;0.0;15403.0;-13871.911492864687;-13326.3888;-545.5226928646864;0.0;17629.87;3608.877344720413;0.0
14;70.30854606829442;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;478.41653039983004;1293.004036278698;1293.004036278698;6289.088318963249;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2230.9175352;0.0;13700.0;1161.147561321;0.0;15403.0;-13778.010547360462;-13236.19632;-541.8142273604634;0.0;17629.87;3618.4441822218714;0.0
15;72.44803951528651;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;545.2719399752659;1293.004036278698;1293.004036278698;6556.443396295736;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2222.7375803;0.0;13700.0;824.351508879;0.0;15403.0;-13482.33621461884;-12952.42656;-529.90965461884;0.0;17629.87;3333.5348875109157;0.0
16;79.87527587613619;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;777.3734963521002;1293.004036278698;1293.004036278698;6613.409713313164;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2264.5532682999997;0.0;13700.0;374.735782459;0.0;15403.0;-13421.639343850858;-12895.07376;-526.5655838508603;0.0;17629.87;3391.570115952704;0.0
17;107.88489174453515;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;1293.0040362781988;1293.004036278698;1293.004036278698;6613.409713313164;6613.409713313281;6613.409713313281;197.13580548789832;9723.428365111915;9723.428365111915;2408.5720523;0.0;13700.0;54.526096298;0.0;15403.0;-13436.403482741249;-12912.8784;-523.5250827412488;0.0;17629.87;2869.758415580263;0.0
18;3999.954257416837;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;1293.004036278179;1293.004036278698;1293.004036278698;6613.409713313138;6613.409713313281;6613.409713313281;9723.42836511196;9723.428365111915;9723.428365111915;1370.137;0.0;13700.0;0.0;0.0;15403.0;-15921.68890976409;-15921.682634266148;-0.006275497943671894;494.32696573384965;17629.87;-3078.290204802186;0.0
19;3999.9585728430297;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;1293.004036278587;1293.004036278698;1293.004036278698;6613.409713312926;6613.409713313281;6613.409713313281;9723.42836511196;9723.428365111915;9723.428365111915;1370.137;0.0;13700.0;0.0;0.0;15403.0;-16385.8612852955;-16385.854705735364;-0.006579560134443857;990.1548942646332;17629.87;-2614.117829321713;0.0
20;125.87665950059298;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;1293.0040362786067;1293.004036278698;1293.004036278698;6613.409713312951;6613.409713313281;6613.409713313281;646.9300003272541;9723.428365111915;9723.428365111915;2581.8623659;0.0;13700.0;0.0;0.0;15403.0;-13360.278319878536;-12842.03232;-518.2459998785372;0.0;17629.87;2225.074840754894;0.0
21;98.16921589441769;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;1293.0040362763605;1293.004036278698;1293.004036278698;6613.409713312951;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2508.2343326;0.0;13700.0;0.0;0.0;15403.0;-12695.804865042455;-12199.94928;-495.8555850424557;0.0;17629.87;2281.160191429143;0.0
22;80.23359202034614;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;788.5708787205649;1293.004036278698;1293.004036278698;6613.409713312951;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2383.617242;0.0;13700.0;0.0;0.0;15403.0;-11930.123334326337;-11462.11488;-468.0084543263387;0.0;17629.87;2144.5285338072545;0.0
23;72.73566565607585;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;554.2538744895354;1293.004036278698;1293.004036278698;6592.262398468963;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2265.2472144;0.0;13700.0;0.0;0.0;15403.0;-11226.944554584345;-10785.71184;-441.23271458434516;0.0;17629.87;1815.1831737871587;0.0
24;69.38384847280426;45955.962371789064;17629.84211470341;17629.87;17629.84211470341;449.50833376982564;1293.004036278698;1293.004036278698;6173.258889346593;6613.409713313281;6613.409713313281;0.0;9723.428365111915;9723.428365111915;2169.1587024;0.0;13700.0;0.0;0.0;15403.0;-10447.274238872065;-10036.34688;-410.92735887206675;0.0;17629.87;1655.3502245288607;0.0
