Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
11;773.1317569593015;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898883;12018.860955899145;12018.860955899145;39343.311727406945;39343.31172740694;39343.31172740694;11743.404444707758;11743.404444708187;11743.404444708187;7987.988839684999;0.0;13700.0;694.3477923026819;0.0;15403.0;-77787.91119888492;-75258.23999999999;-2529.6711988849333;0.0;17629.87;5999.999999968726;-5630.772836562952
12;1005.4369102560107;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898957;12018.860955899145;12018.860955899145;39343.311727406726;39343.31172740694;39343.31172740694;11743.40444470728;11743.404444708187;11743.404444708187;8549.535891490817;0.0;13700.0;900.0454079485477;0.0;15403.0;-78555.15576237108;-76178.87999999999;-2376.2757623710895;0.0;17629.87;6000.000002129269;-5630.772836562952
13;600.2753258461962;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898952;12018.860955899145;12018.860955899145;39343.31172740672;39343.31172740694;39343.31172740694;11743.404442381137;11743.404444708187;11743.404444708187;8972.834322580366;0.0;13700.0;930.4565012433123;0.0;15403.0;-79008.8652688619;-76306.56;-2702.3052688619046;0.0;17629.87;6000.000001466767;-5630.772836562952
14;550.7757774470186;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.86095589895;12018.860955899145;12018.860955899145;39343.31172740672;39343.31172740694;39343.31172740694;11269.397490993002;11743.404444708187;11743.404444708187;9379.846557615074;0.0;13700.0;795.1312190432476;0.0;15403.0;-78806.54872737903;-76073.28;-2733.268727379039;0.0;17629.87;5999.999999999483;-5630.772836562952
15;538.2601274493695;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898948;12018.860955899145;12018.860955899145;39343.31172740672;39343.31172740694;39343.31172740694;10956.506241208912;11743.404444708187;11743.404444708187;9831.687520015754;0.0;13700.0;558.6806035589273;0.0;15403.0;-78709.04782483309;-75969.59999999999;-2739.4478248330993;0.0;17629.87;5999.999999999714;-5630.772836562952
16;503.09340152468116;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898946;12018.860955899145;12018.860955899145;39343.31172740671;39343.31172740694;39343.31172740694;10077.338094437493;11743.404444708187;11743.404444708187;10033.342371978522;0.0;13700.0;300.8930280597538;0.0;15403.0;-77773.74695742303;-75040.31999999999;-2733.4269574230434;0.0;17629.87;5999.999999999565;-5630.772836562952
17;474.5968649131002;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898368;12018.860955899145;12018.860955899145;39343.31172740671;39343.31172740694;39343.31172740694;9364.924680272261;11743.404444708187;11743.404444708187;10175.765372639224;0.0;13700.0;65.10697267297441;0.0;15403.0;-76967.97049103389;-74241.59999999999;-2726.370491033898;0.0;17629.87;5999.99999999961;-5630.772836562952
18;511.70759923208846;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898945;12018.860955899145;12018.860955899145;39343.31172740654;39343.31172740694;39343.31172740694;10292.693036931392;11743.404444708187;11743.404444708187;10266.968688149518;0.0;13700.0;1.3749290329743877;0.0;15403.0;-77923.21011658602;-75191.04;-2732.170116586035;0.0;17629.87;5999.999999999605;-5630.772836562952
19;528.5077627342433;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955898946;12018.860955899145;12018.860955899145;39343.31172740654;39343.31172740694;39343.31172740694;10712.697124002958;11743.404444708187;11743.404444708187;10177.513807263085;0.0;13700.0;0.8438120719026784;0.0;15403.0;-78253.22820477733;-75522.23999999999;-2730.988204777336;0.0;17629.87;6000.000000000571;-5630.772836562952
20;451.9670195405026;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;12018.860955354547;12018.860955899145;12018.860955899145;39343.31172740646;39343.31172740694;39343.31172740694;8799.178546991961;11743.404444708187;11743.404444708187;10028.942566870648;0.0;13700.0;0.7833975175807714;0.0;15403.0;-76191.07797869791;-73475.52;-2715.5579786979083;0.0;17629.87;5999.999999998545;-5630.772836562952
21;368.64739990881293;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;9801.48218753966;12018.860955899145;12018.860955899145;39343.31172740641;39343.31172740694;39343.31172740694;6716.18546129874;11743.404444708187;11743.404444708187;9949.53979546425;0.0;13700.0;0.7707834897553183;0.0;15403.0;-71811.2900094961;-69193.92;-2617.3700094960923;0.0;17629.87;5999.999999999017;-5630.772836562952
22;319.3181877652609;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;8259.94448296886;12018.860955899145;12018.860955899145;37414.76568449055;39343.31172740694;39343.31172740694;5482.955264654742;11743.404444708187;11743.404444708187;10059.271824203264;0.0;13700.0;0.7369247834869967;0.0;15403.0;-67217.67416700891;-64735.68;-2481.9941670089156;0.0;17629.87;5999.999999999137;-5630.772836562952
