Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_B_MidMerit;new_capacity_Gen_B_MidMerit;Capacity_Gen_B_MidMerit;Gen_B_Baseload;new_capacity_Gen_B_Baseload;Capacity_Gen_B_Baseload;Gen_B_Peak;new_capacity_Gen_B_Peak;Capacity_Gen_B_Peak;Gen_B_WindOnshore;new_capacity_Gen_B_WindOnshore;Capacity_Gen_B_WindOnshore;Gen_B_PV;new_capacity_Gen_B_PV;Capacity_Gen_B_PV;Cons_B;Inelastic_Cons_B;Elastic_Cons_B;ENS_Cons_B;CapDemand_Cons_B;NetworkManager;CapacityManager
38;71.29975509957214;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;509.3673498189199;2166.3933557577525;2166.3933557577525;6412.469373588471;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;643.1151483695936;0.0;5315.0;5255.684289565368;0.0;8788.0;-10320.636161293336;-9914.88;-405.756161293337;0.0;15468.46;-2500.0000000017076;2503.700065476736
39;73.5846427867374;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;580.7700903572397;2166.3933557577525;2166.3933557577525;6698.080333121337;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;613.6390557198879;0.0;5315.0;4710.071113470849;0.0;8788.0;-10102.560592614323;-9705.6;-396.96059261432276;0.0;15468.46;-2500.00000000165;2503.700065476736
40;77.77507475099056;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;711.7210891155501;2166.3933557577525;2166.3933557577525;7221.8843287466225;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;644.5087235179841;0.0;5315.0;3835.16979350774;0.0;8788.0;-9913.283934833935;-9524.16;-389.12393483393504;0.0;15468.46;-2500.000000002735;2503.700065476736
41;83.68760185082763;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;896.4875604926406;2166.3933557577525;2166.3933557577525;7960.9502174573;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;689.6658336891664;0.0;5315.0;3067.424692478427;0.0;8788.0;-10114.5283040645;-9718.08;-396.44830406450166;0.0;15468.46;-2500.000000003974;2503.700065476736
42;90.39872235846266;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1106.210075708363;2166.3933557577525;2166.3933557577525;8799.840282513329;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;750.6490338736143;0.0;5315.0;1981.1278496068571;0.0;8788.0;-10137.827241642037;-9741.119999999999;-396.70724164203824;0.0;15468.46;-2500.000000004431;2503.700065476736
43;98.80056278808478;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1368.765214943143;2166.3933557577525;2166.3933557577525;9602.51470885101;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;688.1755435462505;0.0;5315.0;803.6908828672997;0.0;8788.0;-9963.14661846242;-9574.08;-389.06661846242025;0.0;15468.46;-2500.0000000072573;2503.700065476736
44;113.3201290443271;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1822.5020927239407;2166.3933557577525;2166.3933557577525;9602.514708851839;9602.514708851957;9602.514708851957;222.00172536472874;1196.4099511772965;1196.4099511772965;632.2830689827367;0.0;5315.0;127.45917846459466;0.0;8788.0;-9906.760908806511;-9521.279999999999;-385.4809088065118;0.0;15468.46;-2500.0000000110545;2503.700065476736
45;130.69256978066971;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;2166.3933557574724;2166.3933557577525;2166.3933557577525;9602.514708851897;9602.514708851957;9602.514708851957;511.5438026135777;1196.4099511772965;1196.4099511772965;629.0167398494434;0.0;5315.0;0.034633554923656704;0.0;8788.0;-9698.308443210963;-9322.56;-375.7484432109625;0.0;15468.46;-3211.1950736514996;2503.700065476736
46;137.2734943990426;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;2166.393355757615;2166.3933557577525;2166.3933557577525;9602.514708851906;9602.514708851957;9602.514708851957;621.225837889644;1196.4099511772965;1196.4099511772965;619.2836944912859;0.0;5315.0;0.0;0.0;8788.0;-9548.873907113977;-9179.52;-369.3539071139761;0.0;15468.46;-3460.543971505033;2503.700065476736
47;122.98505111826259;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;2124.5308816537326;2166.3933557577525;2166.3933557577525;9602.51470885188;9602.514708851957;9602.514708851957;383.08377505940007;1196.4099511772965;1196.4099511772965;570.5657140671185;0.0;5315.0;0.0;0.0;8788.0;-9180.695213369936;-8824.32;-356.37521336993717;0.0;15468.46;-3499.999999981014;2503.700065476736
48;113.87399357978667;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1839.8103155790159;2166.3933557577525;2166.3933557577525;9602.514708851842;9602.514708851957;9602.514708851957;231.232826500278;1196.4099511772965;1196.4099511772965;509.5429486576375;0.0;5315.0;0.0;0.0;8788.0;-8683.100933048428;-8345.279999999999;-337.8209330484302;0.0;15468.46;-3499.9999999760594;2503.700065476736
49;100.53853186848119;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1423.0771329305921;2166.3933557577525;2166.3933557577525;9602.514708851711;9602.514708851957;9602.514708851957;8.975133634677077;1196.4099511772965;1196.4099511772965;754.0912084514993;0.0;5315.0;0.0;0.0;8788.0;-8288.658317351688;-7965.12;-323.53831735168825;0.0;15468.46;-3499.999999981715;2503.700065476736
