Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_C_MidMerit;new_capacity_Gen_C_MidMerit;Capacity_Gen_C_MidMerit;Gen_C_Baseload;new_capacity_Gen_C_Baseload;Capacity_Gen_C_Baseload;Gen_C_Peak;new_capacity_Gen_C_Peak;Capacity_Gen_C_Peak;Gen_C_WindOnshore;new_capacity_Gen_C_WindOnshore;Capacity_Gen_C_WindOnshore;Gen_C_PV;new_capacity_Gen_C_PV;Capacity_Gen_C_PV;Cons_C;Inelastic_Cons_C;Elastic_Cons_C;ENS_Cons_C;CapDemand_Cons_C;NetworkManager;CapacityManager
11;80.24350041226305;0.0;0.0;0.0;0.0;788.8593291374299;1410.191830992791;1410.191830992791;6842.968380698;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;2856.1538443;0.0;8300.0;1591.7045236959998;0.0;18662.0;-11542.405532131734;-11089.607999999998;-452.7975321317351;0.0;0.0;-537.280293708407;0.0
12;3999.9775237962226;0.0;0.0;0.0;0.0;1410.1918309901139;1410.191830992791;1410.191830992791;6842.968380697828;6842.968380689759;6842.968380689759;217.26237869898588;217.26237869910608;217.26237869910608;830.083;0.0;8300.0;1882.46897174;0.0;18662.0;-10850.285116150175;-10850.282911846021;-0.0022043041525396847;4701.726688153978;0.0;-332.7029068073766;0.0
13;70.18548905177907;0.0;0.0;0.0;0.0;474.54652572207175;1410.191830992791;1410.191830992791;6273.186425000381;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3217.6923076000003;0.0;8300.0;2082.273357486;0.0;18662.0;-11353.652706697221;-10907.1618432;-446.4908634972223;0.0;0.0;-694.0456744877383;0.0
14;70.30440041204365;0.0;0.0;0.0;0.0;478.2625056003988;1410.191830992791;1410.191830992791;6288.050350367843;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3400.1923092;0.0;8300.0;1853.2386811400002;0.0;18662.0;-11490.667791526539;-11038.8018432;-451.8659483265383;0.0;0.0;-529.0758159127728;0.0
15;72.44453925911877;0.0;0.0;0.0;0.0;545.1418453746072;1410.191830992791;1410.191830992791;6555.567673258834;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3565.961536;0.0;8300.0;1297.8632157260001;0.0;18662.0;-11730.420789977614;-11269.367999999999;-461.0527899776146;0.0;0.0;-234.11326791502748;0.0
16;80.29375755082181;0.0;0.0;0.0;0.0;790.4298647040107;1410.191830992791;1410.191830992791;6842.968380698;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3709.2307659;0.0;8300.0;1020.944702666;0.0;18662.0;-12035.205636258252;-11563.0818432;-472.12379305825283;0.0;0.0;-328.3678257216835;0.0
17;109.59682645473644;0.0;0.0;0.0;0.0;1410.1918309903092;1410.191830992791;1410.191830992791;6842.968380698008;6842.968380689759;6842.968380689759;119.96008186442158;217.26237869910608;217.26237869910608;3789.0384614;0.0;8300.0;523.645213294;0.0;18662.0;-12651.2674824297;-12158.5421568;-492.72532562969866;0.0;0.0;-34.534115865475826;0.0
18;3999.9775578912127;0.0;0.0;0.0;0.0;1410.1918309971275;1410.191830992791;1410.191830992791;6842.968380692492;6842.968380689759;6842.968380689759;217.2623786989859;217.26237869910608;217.26237869910608;830.083;0.0;8300.0;0.0;0.0;18662.0;-11190.390074734478;-11190.387680056489;-0.0023946779894267215;6089.621919943509;0.0;1889.8710252195112;0.0
19;3999.977562735369;0.0;0.0;0.0;0.0;1410.1918309971277;1410.191830992791;1410.191830992791;6842.968380692492;6842.968380689759;6842.968380689759;217.26237869898588;217.26237869910608;217.26237869910608;830.083;0.0;8300.0;0.0;0.0;18662.0;-9425.972820063405;-9425.970599402172;-0.002220661233485785;6174.0294005978285;0.0;125.45377030105637;0.0
20;132.11702313581813;0.0;0.0;0.0;0.0;1410.191830997323;1410.191830992791;1410.191830992791;6842.968380692673;6842.968380689759;6842.968380689759;217.26237869893478;217.26237869910608;217.26237869910608;3702.8846191;0.0;8300.0;0.0;0.0;18662.0;-12529.632005296879;-12044.359382399998;-485.2726228968811;0.0;0.0;356.311334348958;0.0
21;97.9919766476174;0.0;0.0;0.0;0.0;1343.4992113985652;1410.191830992791;1410.191830992791;6842.968380692672;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3685.7692306;0.0;8300.0;0.0;0.0;18662.0;-11934.47255373675;-11468.331696;-466.14085773675055;0.0;0.0;62.235983667981785;0.0
22;80.65217268648358;0.0;0.0;0.0;0.0;801.6303376365744;1410.191830992791;1410.191830992791;6842.968380692666;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3657.884617;0.0;8300.0;0.0;0.0;18662.0;-11347.192775938509;-10902.0978432;-445.0949327385093;0.0;0.0;44.70969345698039;0.0
23;72.73323872987903;0.0;0.0;0.0;0.0;554.1637064008413;1410.191830992791;1410.191830992791;6591.65500174917;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3583.6538492;0.0;8300.0;0.0;0.0;18662.0;-10661.630186883083;-10242.6147648;-419.01542208308285;0.0;0.0;-67.84224218385933;0.0
24;69.38163265121229;0.0;0.0;0.0;0.0;449.4260168739725;1410.191830992791;1410.191830992791;6172.704224193464;6842.968380689759;6842.968380689759;0.0;217.26237869910608;217.26237869910608;3423.8461555;0.0;8300.0;0.0;0.0;18662.0;-9920.214337659874;-9530.01784608;-390.196491579874;0.0;0.0;-125.76194478537818;0.0
