Design;Contract;Exporter;Importer;Capacity_MW;Strike_K_EUR_per_MWh;Cat1_Hours_Weighted;Cat2_Hours_Weighted;Cat3_Hours_Weighted;Total_Scarcity_Hours_Weighted;Annual_HedgeRequirement_MEUR;Annual_RO_Repayment_MEUR;Annual_HedgeShortfall_MEUR;Annual_CR_Corridor_MEUR;Annual_CR_Alloc_MEUR;Annual_CCRS_Omega_MEUR;Coverage_Ratio_CRalloc_over_Delta;RevenueAdequacy_CRcorr_over_CRalloc;Shortfall_Hours_Weighted;Hedged_Shortfall_Hours_Weighted;Shortfall_Hour_Coverage_pct;Annual_Shortfall_Covered_MEUR;Annual_Shortfall_Uncovered_MEUR;Annual_EUR_Coverage_Ratio;Settlement_Outcome;CCRS_Outcome;Hedge_Outcome
NTC;A→B;A;B;3442.6672225080833;500.0;0.0;4.0;0.0;4.0;0.18309852514206962;0.801931211518452;-0.6188326863763823;0.27172747239269146;-1.1849431272337714;-0.566110440857389;1.9148037156412794;-0.22931688968654082;0.0;0.0;NaN;0.0;0.0;NaN;Net over-compensation by RO alone;CCRS deficit (rent < shortfall);No shortfall
