Timestep;Day;DayOfYear;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_C_MidMerit;new_capacity_Gen_C_MidMerit;Capacity_Gen_C_MidMerit;Gen_C_Baseload;new_capacity_Gen_C_Baseload;Capacity_Gen_C_Baseload;Gen_C_Peak;new_capacity_Gen_C_Peak;Capacity_Gen_C_Peak;Gen_C_WindOnshore;new_capacity_Gen_C_WindOnshore;Capacity_Gen_C_WindOnshore;Gen_C_PV;new_capacity_Gen_C_PV;Capacity_Gen_C_PV;Cons_C;Inelastic_Cons_C;Elastic_Cons_C;ENS_Cons_C;CapDemand_Cons_C;NetworkManager;CapacityManager
95;4;230;168.3075802313582;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.8796582604364;2792.8796582602117;2792.8796582602117;10670.464698727945;10670.46469872711;10670.46469872711;853.8482311975035;1116.838430358062;1116.838430358062;434.1538436;0.0;8300.0;0.0;0.0;18662.0;-12251.345302381967;-11781.119999999999;-470.2253023819679;0.0;17169.93;-2499.9999999999945;2589.7472503802774
96;4;230;137.02515505786255;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2563.2955898887003;2792.8796582602117;2792.8796582602117;10670.464698727941;10670.46469872711;10670.46469872711;462.81553950452303;1116.838430358062;1116.838430358062;403.50769549999995;0.0;8300.0;0.0;0.0;18662.0;-11600.08316054685;-11151.359999999999;-448.7231605468512;0.0;17169.93;-2500.000000000029;2589.7472503802774
97;5;271;104.70491360918479;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1553.278555909526;2792.8796582602117;2792.8796582602117;10588.114172010773;10670.46469872711;10670.46469872711;58.81142052496765;1116.838430358062;1116.838430358062;742.85;0.0;8300.0;0.0;0.0;18662.0;-10443.054148331978;-10035.84;-407.2141483319767;0.0;17169.93;-2500.000000000049;2589.7472503802774
98;5;271;103.58544987005074;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1518.2953139877172;2792.8796582602117;2792.8796582602117;10448.181205002404;10670.46469872711;10670.46469872711;44.8181237805707;1116.838430358062;1116.838430358062;668.15;0.0;8300.0;0.0;0.0;18662.0;-10179.44464265889;-9782.4;-397.04464265888987;0.0;17169.93;-2500.0000000000437;2589.7472503802774
99;5;271;103.27210313393944;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1508.503228448312;2792.8796582602117;2792.8796582602117;10409.012863175014;10670.46469872711;10670.46469872711;40.90128957661812;1116.838430358062;1116.838430358062;607.1769218;0.0;8300.0;0.0;0.0;18662.0;-10065.594302888856;-9672.96;-392.6343028888574;0.0;17169.93;-2500.0000000000528;2589.7472503802774
100;5;271;103.07628021780758;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1502.3837622930116;2792.8796582602117;2792.8796582602117;10384.534998794554;10670.46469872711;10670.46469872711;38.45350312310201;1116.838430358062;1116.838430358062;535.35;0.0;8300.0;0.0;0.0;18662.0;-9960.722264100103;-9572.16;-388.5622641001032;0.0;17169.93;-2500.0000000000546;2589.7472503802774
101;5;271;104.83587925696905;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1557.3712187686494;2792.8796582602117;2792.8796582602117;10604.484948861722;10670.46469872711;10670.46469872711;60.44849011046892;1116.838430358062;1116.838430358062;490.9769218;0.0;8300.0;0.0;0.0;18662.0;-10213.281579703642;-9815.039999999999;-398.24157970364257;0.0;17169.93;-2500.000000000239;2589.7472503802774
102;5;271;128.30574936944987;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2290.81416270392;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;353.8229684659125;1116.838430358062;1116.838430358062;458.4153827;0.0;8300.0;0.0;0.0;18662.0;-11273.51684950052;-10836.48;-437.03684950052076;0.0;17169.93;-2500.0000000000778;2589.7472503802774
103;5;271;231.14708482320594;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.879658260643;2792.8796582602117;2792.8796582602117;10670.464698727948;10670.46469872711;10670.46469872711;1116.8384303580815;1116.838430358062;1116.838430358062;417.23461729999997;0.0;8300.0;0.0;0.0;18662.0;-12758.440910792813;-12276.48;-481.9609107928136;0.0;17169.93;-2238.976493852542;2589.7472503802774
104;5;271;244.1609219328704;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.879658260643;2792.8796582602117;2792.8796582602117;10670.464698727948;10670.46469872711;10670.46469872711;1116.8384303580926;1116.838430358062;1116.838430358062;388.5038436;0.0;8300.0;4.19895;0.0;18662.0;-13079.985619916168;-12587.52;-492.46561991616744;0.0;17169.93;-1892.899961029176;2589.7472503802774
105;5;271;128.43678300577318;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2294.9089625928186;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;355.4608887758112;1116.838430358062;1116.838430358062;347.96153910000004;0.0;8300.0;811.7969999999999;0.0;18662.0;-11980.59272614872;-11516.16;-464.43272614871995;0.0;17169.93;-2500.0000000000123;2589.7472503802774
106;5;271;90.50067900071484;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1109.3945775028594;2792.8796582602117;2792.8796582602117;8812.591845063042;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;274.2192346;0.0;8300.0;2983.1207;0.0;18662.0;-10679.326382226756;-10261.44;-417.8863822267565;0.0;17169.93;-2500.0000036287083;2589.7472503802774
107;5;271;77.49918306041103;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;703.027143827133;2792.8796582602117;2792.8796582602117;7185.418204985896;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;225.0576955;0.0;8300.0;5181.97085;0.0;18662.0;-9963.272537262914;-9572.16;-391.1125372629132;0.0;17169.93;-3332.2045055503622;2589.7472503802774
108;5;271;68.28577084112017;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;415.1803399103257;2792.8796582602117;2792.8796582602117;6035.721350345554;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;188.6653827;0.0;8300.0;6818.62825;0.0;18662.0;-9958.195322935355;-9566.4;-391.79532293535533;0.0;17169.93;-3499.9999999999604;2589.7472503802774
109;5;271;64.64787589408316;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;301.49612259294247;2792.8796582602117;2792.8796582602117;5580.984482913883;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;165.6807654;0.0;8300.0;7703.20705;0.0;18662.0;-10251.368420890349;-9847.68;-403.6884208903483;0.0;17169.93;-3499.9999999999573;2589.7472503802774
110;5;271;62.83786358469111;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;244.93323776968106;2792.8796582602117;2792.8796582602117;5354.7329448989785;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;143.3346173;0.0;8300.0;8420.2944;0.0;18662.0;-10663.295199955004;-10243.199999999999;-420.0951999550052;0.0;17169.93;-3499.9999999999827;2589.7472503802774
111;5;271;72.08553614996623;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;533.923005946208;2792.8796582602117;2792.8796582602117;6510.6920133778585;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;137.2692346;0.0;8300.0;7482.062349999999;0.0;18662.0;-11163.946603901106;-10725.119999999999;-438.82660390110715;0.0;17169.93;-3499.999999999941;2589.7472503802774
112;5;271;87.2992796244365;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1009.3103463155161;2792.8796582602117;2792.8796582602117;8411.256407730458;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;143.6538436;0.0;8300.0;5321.002750000001;0.0;18662.0;-11725.754543465982;-11266.56;-459.19454346598246;0.0;17169.93;-3159.4706387433703;2589.7472503802774
113;5;271;98.38524403058547;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1355.7866771573767;2792.8796582602117;2792.8796582602117;9797.988505168316;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;153.8692346;0.0;8300.0;4460.218;0.0;18662.0;-12941.255174838605;-12435.84;-505.41517483860514;0.0;17169.93;-2826.607323889933;2589.7472503802774
114;5;271;116.61735795945451;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1925.5299970745073;2792.8796582602117;2792.8796582602117;10670.46469872793;10670.46469872711;10670.46469872711;207.71553605019383;1116.838430358062;1116.838430358062;145.25;0.0;8300.0;3720.73625;0.0;18662.0;-13420.331287944457;-12898.56;-521.7712879444564;0.0;17169.93;-3249.3656592842863;2589.7472503802774
115;5;271;148.21546035024912;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.879658250773;2792.8796582602117;2792.8796582602117;10670.464698727945;10670.46469872711;10670.46469872711;602.6922115667958;1116.838430358062;1116.838430358062;106.9423045;0.0;8300.0;2866.01665;0.0;18662.0;-13897.371369418835;-13361.279999999999;-536.0913694188359;0.0;17169.93;-3141.624505043305;2589.7472503802774
116;5;271;233.41210659861866;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.879658260643;2792.8796582602117;2792.8796582602117;10670.464698727948;10670.46469872711;10670.46469872711;1116.8384303580838;1116.838430358062;1116.838430358062;88.4269218;0.0;8300.0;1001.68285;0.0;18662.0;-13695.957186006146;-13178.88;-517.0771860061467;0.0;17169.93;-1974.3353731392206;2589.7472503802774
117;5;271;217.08917915713275;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.879658260643;2792.8796582602117;2792.8796582602117;10670.464698727948;10670.46469872711;10670.46469872711;1116.8384303580578;1116.838430358062;1116.838430358062;80.1269218;0.0;8300.0;7.931349999999999;0.0;18662.0;-12991.734988873744;-12499.199999999999;-492.53498887374593;0.0;17169.93;-1676.506070271624;2589.7472503802774
118;5;271;193.55070004071925;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.879658260643;2792.8796582602117;2792.8796582602117;10670.464698727947;10670.46469872711;10670.46469872711;1116.8384303576634;1116.838430358062;1116.838430358062;77.89230450000001;0.0;8300.0;0.0;0.0;18662.0;-12182.375201553032;-11717.76;-464.61520155303134;0.0;17169.93;-2475.699890292328;2589.7472503802774
119;5;271;141.39504051925132;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2699.854510783933;2792.8796582602117;2792.8796582602117;10670.464698727943;10670.46469872711;10670.46469872711;517.4391077982344;1116.838430358062;1116.838430358062;83.0;0.0;8300.0;0.0;0.0;18662.0;-11470.757954226803;-11027.52;-443.2379542268036;0.0;17169.93;-2500.000000000013;2589.7472503802774
120;5;271;127.4737766014789;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2264.8150144191236;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;343.42330894994063;1116.838430358062;1116.838430358062;88.4269218;0.0;8300.0;0.0;0.0;18662.0;-10867.129580771434;-10445.76;-421.3695807714332;0.0;17169.93;-2500.0000000000205;2589.7472503802774
121;6;289;80.396453200391;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;793.5820088793876;2792.8796582602117;2792.8796582602117;7547.992212941217;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4573.3;0.0;8300.0;0.0;0.0;18662.0;-9673.216804623124;-9293.76;-379.45680462312396;0.0;17169.93;-3241.6599051998073;2589.7472503802774
122;6;289;78.97148597328543;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;749.0709323050236;2792.8796582602117;2792.8796582602117;7370.395427668841;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4415.6;0.0;8300.0;0.0;0.0;18662.0;-9387.580619368877;-9019.199999999999;-368.3806193688787;0.0;17169.93;-3147.48739503166;2589.7472503802774
123;6;289;78.52121816129637;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;735.0074149180606;2792.8796582602117;2792.8796582602117;7314.31316988258;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4296.526921799999;0.0;8300.0;0.0;0.0;18662.0;-9233.743846669518;-8871.359999999999;-362.38384666952055;0.0;17169.93;-3112.104994334196;2589.7472503802774
124;6;289;78.78267910533943;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;743.1680894064178;2792.8796582602117;2792.8796582602117;7346.722629066324;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4234.2769218;0.0;8300.0;0.0;0.0;18662.0;-9160.777194034752;-8801.279999999999;-359.49719403475257;0.0;17169.93;-3163.392215072755;2589.7472503802774
125;6;289;78.68365983522453;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;740.0903950821272;2792.8796582602117;2792.8796582602117;7334.801153269385;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4171.7076955;0.0;8300.0;0.0;0.0;18662.0;-9166.781555174743;-8807.039999999999;-359.74155517474435;0.0;17169.93;-3079.818732391721;2589.7472503802774
126;6;289;80.76082539009971;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;804.9743130731215;2792.8796582602117;2792.8796582602117;7593.694009647216;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4132.7615391;0.0;8300.0;0.0;0.0;18662.0;-9312.473078272404;-8947.199999999999;-365.27307827240554;0.0;17169.93;-3218.959024591419;2589.7472503802774
127;6;289;82.45776616406653;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;858.0443283394708;2792.8796582602117;2792.8796582602117;7806.923276423986;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4168.1961564;0.0;8300.0;0.0;0.0;18662.0;-9820.895223319263;-9435.84;-385.05522331926244;0.0;17169.93;-3012.2690108649836;2589.7472503802774
128;6;289;85.58705542233518;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;955.8033940049786;2792.8796582602117;2792.8796582602117;8197.229836130206;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4181.6038436;0.0;8300.0;0.0;0.0;18662.0;-10169.28893810609;-9770.88;-398.40893810609174;0.0;17169.93;-3165.349967830804;2589.7472503802774
129;6;289;82.91269441070678;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;872.2333162101837;2792.8796582602117;2792.8796582602117;7863.0360901846;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;4104.9884609;0.0;8300.0;91.4438;0.0;18662.0;-9775.887811975997;-9392.64;-383.2478119759987;0.0;17169.93;-3155.815526287328;2589.7472503802774
130;6;289;73.90717781426947;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;590.8493595102719;2792.8796582602117;2792.8796582602117;6738.397001822073;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;3849.9230782;0.0;8300.0;1125.3186;0.0;18662.0;-8804.488038567473;-8458.56;-345.92803856747327;0.0;17169.93;-3499.999999997184;2589.7472503802774
131;6;289;57.008625551043544;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;62.769549421171924;2792.8796582602117;2792.8796582602117;4626.078189829784;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;3608.2653827;0.0;8300.0;3175.3393;0.0;18662.0;-7972.452421933627;-7657.92;-314.53242193362706;0.0;17169.93;-3499.999999999938;2589.7472503802774
132;6;289;43.68407089451448;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;2960.5088618129516;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;3355.7538436;0.0;8300.0;4848.387599999999;0.0;18662.0;-7664.650305413017;-7361.28;-303.37030541301726;0.0;17169.93;-3499.9999999999686;2589.7472503802774
133;6;289;32.51383154070182;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;1564.2289425868494;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;3024.0730781999996;0.0;8300.0;6349.27895;0.0;18662.0;-7437.580970786898;-7142.4;-295.18097078689897;0.0;17169.93;-3499.999999999985;2589.7472503802774
134;6;289;31.09965420725204;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;1387.4567759058305;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;2737.7230782;0.0;8300.0;6974.45595;0.0;18662.0;-7599.635804105865;-7297.92;-301.7158041058651;0.0;17169.93;-3499.9999999999764;2589.7472503802774
135;6;289;40.641703928662366;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;2580.2129910820263;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;2379.2269218;0.0;8300.0;7028.1092;0.0;18662.0;-8487.549112882063;-8151.36;-336.1891128820639;0.0;17169.93;-3499.999999999997;2589.7472503802774
136;6;289;59.53706568749959;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;141.78330357227065;2792.8796582602117;2792.8796582602117;4942.133207367781;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1793.7576955;0.0;8300.0;6500.44115;0.0;18662.0;-9878.115356424743;-9488.64;-389.47535642474355;0.0;17169.93;-3499.9999999999673;2589.7472503802774
137;6;289;80.62648862450605;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;800.8277710491337;2792.8796582602117;2792.8796582602117;7578.3110715294515;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1295.4384609;0.0;8300.0;5340.1313;0.0;18662.0;-11514.70860345059;-11063.039999999999;-451.6686034505904;0.0;17169.93;-3499.999999999941;2589.7472503802774
138;6;289;99.36755402982672;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1386.484867157943;2792.8796582602117;2792.8796582602117;9920.713227371043;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;944.2846173;0.0;8300.0;3603.6322;0.0;18662.0;-12385.680410293457;-11902.08;-483.6004102934563;0.0;17169.93;-3469.4345485365116;2589.7472503802774
139;6;289;120.14634824547134;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2035.8111111574722;2792.8796582602117;2792.8796582602117;10670.464698727897;10670.46469872711;10670.46469872711;251.8279307415606;1116.838430358062;1116.838430358062;815.9538436;0.0;8300.0;1438.37365;0.0;18662.0;-12497.966083893401;-12012.48;-485.4860838934018;0.0;17169.93;-2714.465610850311;2589.7472503802774
140;6;289;137.91531046123043;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2591.112945452803;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;473.9424819547044;1116.838430358062;1116.838430358062;745.7230782;0.0;8300.0;68.1163;0.0;18662.0;-12049.359141292482;-11583.359999999999;-465.9991412924836;0.0;17169.93;-2500.0000000000177;2589.7472503802774
141;6;289;125.04935124287158;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2189.0517209111003;2792.8796582602117;2792.8796582602117;10670.464698727934;10670.46469872711;10670.46469872711;313.1179918451911;1116.838430358062;1116.838430358062;792.0115390999999;0.0;8300.0;0.0;0.0;18662.0;-11464.645587500336;-11019.84;-444.80558750033646;0.0;17169.93;-2500.000000000026;2589.7472503802774
142;6;289;105.1409530103422;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1566.9047883449218;2792.8796582602117;2792.8796582602117;10642.619091190907;10670.46469872711;10670.46469872711;64.26191312327214;1116.838430358062;1116.838430358062;1114.7538436;0.0;8300.0;0.0;0.0;18662.0;-10888.539636122621;-10464.0;-424.53963612262055;0.0;17169.93;-2500.000000000065;2589.7472503802774
143;6;289;99.05255037445308;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1376.6422013510228;2792.8796582602117;2792.8796582602117;9881.568787648957;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1533.5846173;0.0;8300.0;0.0;0.0;18662.0;-10291.795606260408;-9889.92;-401.8756062604086;0.0;17169.93;-2500.0000000000555;2589.7472503802774
144;6;289;93.54493122525271;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1204.5291025564072;2792.8796582602117;2792.8796582602117;9193.116395627232;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1982.1038436;0.0;8300.0;0.0;0.0;18662.0;-9879.749341751074;-9493.44;-386.30934175107416;0.0;17169.93;-2500.0000000000646;2589.7472503802774
145;7;338;104.71980301740749;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1553.7395757845582;2792.8796582602117;2792.8796582602117;10589.602850032585;10670.46469872711;10670.46469872711;58.99704043933647;1116.838430358062;1116.838430358062;1950.8192346;0.0;8300.0;0.0;0.0;18662.0;-11062.403327907856;-10631.039999999999;-431.3633279078561;0.0;17169.93;-3090.755535459781;2589.7472503802774
146;7;338;100.09065323457885;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1409.0787998167605;2792.8796582602117;2792.8796582602117;10011.030844395726;10670.46469872711;10670.46469872711;1.132685373236061;1116.838430358062;1116.838430358062;1992.0;0.0;8300.0;0.0;0.0;18662.0;-10478.501490368242;-10069.44;-409.0614903682411;0.0;17169.93;-2934.740996189851;2589.7472503802774
147;7;338;97.30183538032739;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1321.929387124344;2792.8796582602117;2792.8796582602117;9662.61174707748;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1872.6076955;0.0;8300.0;0.0;0.0;18662.0;-10232.034345332075;-9832.32;-399.71434533207486;0.0;17169.93;-2625.1145928808;2589.7472503802774
148;7;338;95.91343621601564;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1278.5437080365355;2792.8796582602117;2792.8796582602117;9489.184509915143;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1866.5423045;0.0;8300.0;0.0;0.0;18662.0;-10134.270540894686;-9738.24;-396.03054089468606;0.0;17169.93;-2500.0000023908683;2589.7472503802774
149;7;338;95.61431545144065;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1269.197261397926;2792.8796582602117;2792.8796582602117;9451.789842397036;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1855.3692346;0.0;8300.0;0.0;0.0;18662.0;-10076.356340132266;-9682.56;-393.7963401322676;0.0;17169.93;-2500.00000001589;2589.7472503802774
150;7;338;96.07509261260235;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1283.5964190348875;2792.8796582602117;2792.8796582602117;9509.387533920006;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1850.2615391;0.0;8300.0;0.0;0.0;18662.0;-10143.245495821075;-9746.88;-396.3654958210752;0.0;17169.93;-2500.0000002430643;2589.7472503802774
151;7;338;98.17820866922914;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1349.316603142534;2792.8796582602117;2792.8796582602117;9772.123202157445;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1867.1807654;0.0;8300.0;0.0;0.0;18662.0;-10327.850336215695;-9924.48;-403.37033621569566;0.0;17169.93;-2660.770323880188;2589.7472503802774
152;7;338;101.47152869820611;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1452.2312113251078;2792.8796582602117;2792.8796582602117;10183.66495225244;10670.46469872711;10670.46469872711;18.393634543701694;1116.838430358062;1116.838430358062;1873.5653826999999;0.0;8300.0;0.0;0.0;18662.0;-10834.994396962964;-10412.16;-422.83439696296387;0.0;17169.93;-2692.8609389329013;2589.7472503802774
153;7;338;109.52126076348647;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1703.7770805780383;2792.8796582602117;2792.8796582602117;10670.464698722202;10670.46469872711;10670.46469872711;119.01433272629869;1116.838430358062;1116.838430358062;1874.8423045000002;0.0;8300.0;0.0;0.0;18662.0;-11625.253912349794;-11172.48;-452.7739123497935;0.0;17169.93;-2742.8449660432134;2589.7472503802774
154;7;338;123.70068541733875;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2146.8932436144987;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;296.25819465135334;1116.838430358062;1116.838430358062;1885.0576955000001;0.0;8300.0;7.4648;0.0;18662.0;-12462.564627543397;-11978.88;-483.6846275433981;0.0;17169.93;-2543.5741226199616;2589.7472503802774
155;7;338;128.52397327684213;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2297.6209925865523;2792.8796582602117;2792.8796582602117;10670.464698727941;10670.46469872711;10670.46469872711;356.54929336780907;1116.838430358062;1116.838430358062;1937.7307653999999;0.0;8300.0;312.5885;0.0;18662.0;-12877.428117927104;-12378.24;-499.18811792710324;0.0;17169.93;-2697.5262496546916;2589.7472503802774
156;7;338;124.15435026293927;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2161.0702731450524;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;301.9290056666929;1116.838430358062;1116.838430358062;2014.9846173;0.0;8300.0;991.4187499999999;0.0;18662.0;-13088.729571424394;-12580.8;-507.9295714243947;0.0;17169.93;-3051.13789092489;2589.7472503802774
157;7;338;124.77816218662056;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2180.564395648109;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;309.7266547013198;1116.838430358062;1116.838430358062;2116.1807654;0.0;8300.0;1463.1008;0.0;18662.0;-13474.166177138357;-12951.359999999999;-522.806177138358;0.0;17169.93;-3265.8712548541944;2589.7472503802774
158;7;338;119.92296009675208;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2028.830062448914;2792.8796582602117;2792.8796582602117;10670.464698727938;10670.46469872711;10670.46469872711;249.0355626239519;1116.838430358062;1116.838430358062;2254.0884609000004;0.0;8300.0;1742.56425;0.0;18662.0;-13556.722852748371;-13030.08;-526.6428527483722;0.0;17169.93;-3388.260647372908;2589.7472503802774
159;7;338;117.97036669426114;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1967.811519858172;2792.8796582602117;2792.8796582602117;10670.464698727934;10670.46469872711;10670.46469872711;224.62814521604727;1116.838430358062;1116.838430358062;2368.6923045;0.0;8300.0;1676.31415;0.0;18662.0;-13584.954846540928;-13056.96;-527.9948465409283;0.0;17169.93;-3322.956437143941;2589.7472503802774
160;7;338;124.06740704554399;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2158.353297944446;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;300.84221548954196;1116.838430358062;1116.838430358062;2402.5307654000003;0.0;8300.0;1310.5389499999999;0.0;18662.0;-13653.039984443303;-13123.199999999999;-529.8399844433035;0.0;17169.93;-3189.690060617162;2589.7472503802774
161;7;338;141.02929927940465;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2688.4124302229834;2792.8796582602117;2792.8796582602117;10670.464698727945;10670.46469872711;10670.46469872711;512.8658684111352;1116.838430358062;1116.838430358062;2445.9461564000003;0.0;8300.0;927.0348499999999;0.0;18662.0;-14055.150125084267;-13512.0;-543.1501250842658;0.0;17169.93;-3189.5739961786553;2589.7472503802774
162;7;338;189.3559814115843;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.8796582607006;2792.8796582602117;2792.8796582602117;10670.464698727948;10670.46469872711;10670.46469872711;1116.8378758885253;1116.838430358062;1116.838430358062;2512.0269218;0.0;8300.0;392.8351;0.0;18662.0;-14666.176027198371;-14106.24;-559.936027198371;0.0;17169.93;-2818.86878194387;2589.7472503802774
163;7;338;195.55261280223866;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2792.879658260701;2792.8796582602117;2792.8796582602117;10670.464698727948;10670.46469872711;10670.46469872711;1116.8384303578523;1116.838430358062;1116.838430358062;2576.8307654;0.0;8300.0;29.8592;0.0;18662.0;-14465.656604300446;-13914.24;-551.4166043004465;0.0;17169.93;-2721.2161484448857;2589.7472503802774
