Timestep;Day;DayOfYear;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_C_MidMerit;new_capacity_Gen_C_MidMerit;Capacity_Gen_C_MidMerit;Gen_C_Baseload;new_capacity_Gen_C_Baseload;Capacity_Gen_C_Baseload;Gen_C_Peak;new_capacity_Gen_C_Peak;Capacity_Gen_C_Peak;Gen_C_WindOnshore;new_capacity_Gen_C_WindOnshore;Capacity_Gen_C_WindOnshore;Gen_C_PV;new_capacity_Gen_C_PV;Capacity_Gen_C_PV;Cons_C;Inelastic_Cons_C;Elastic_Cons_C;ENS_Cons_C;CapDemand_Cons_C;NetworkManager;CapacityManager
11;1;32;139.8133039480529;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2650.411670740484;2792.8796582602117;2792.8796582602117;10670.464698727945;10670.46469872711;10670.46469872711;497.66484508733026;1116.838430358062;1116.838430358062;5007.134617299999;0.0;8300.0;207.1482;0.0;18662.0;-15731.973772948233;-15123.84;-608.133772948232;0.0;17169.93;-3300.8524348482115;2589.7472503802774
12;1;32;130.49918035078105;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2359.3481098370667;2792.8796582602117;2792.8796582602117;10670.464698727943;10670.46469872711;10670.46469872711;381.23976433434575;1116.838430358062;1116.838430358062;5235.065382700001;0.0;8300.0;331.2505;0.0;18662.0;-15676.51554771385;-15069.119999999999;-607.3955477138509;0.0;17169.93;-3300.852734639785;2589.7472503802774
13;1;32;119.99284945720524;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2031.0246427561476;2792.8796582602117;2792.8796582602117;10670.464698727938;10670.46469872711;10670.46469872711;249.9104970971881;1116.838430358062;1116.838430358062;5474.4884609;0.0;8300.0;414.2964;0.0;18662.0;-15539.3315163825;-14935.68;-603.6515163824984;0.0;17169.93;-3300.852758906605;2589.7472503802774
14;1;32;110.78205871442296;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1743.1768306497179;2792.8796582602117;2792.8796582602117;10670.464698727723;10670.46469872711;10670.46469872711;134.77428920376425;1116.838430358062;1116.838430358062;5661.8769218;0.0;8300.0;451.15385;0.0;18662.0;-15262.073604893569;-14667.84;-594.233604893568;0.0;17169.93;-3399.373452768143;2589.7472503802774
15;1;32;104.93581449055468;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1560.48978449118;2792.8796582602117;2792.8796582602117;10616.538221313524;10670.46469872711;10670.46469872711;61.69716717318341;1116.838430358062;1116.838430358062;5742.6423045;0.0;8300.0;432.49185;0.0;18662.0;-14976.268021166876;-14392.32;-583.9480211668767;0.0;17169.93;-3437.591474200979;2589.7472503802774
16;1;32;103.9811675315529;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1530.6571674396446;2792.8796582602117;2792.8796582602117;10497.253264096937;10670.46469872711;10670.46469872711;49.764091337098414;1116.838430358062;1116.838430358062;5839.05;0.0;8300.0;346.64665;0.0;18662.0;-15062.321718059495;-14474.88;-587.4417180594965;0.0;17169.93;-3201.0496191128427;2589.7472503802774
17;1;32;107.97861054091017;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1655.56906530877;2792.8796582602117;2792.8796582602117;10670.464698675605;10670.46469872711;10670.46469872711;99.73118609439906;1116.838430358062;1116.838430358062;6010.7961564;0.0;8300.0;219.2785;0.0;18662.0;-15349.408002322758;-14751.359999999999;-598.0480023227587;0.0;17169.93;-3306.4320717180517;2589.7472503802774
18;1;32;123.03761756558069;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2126.1631837673185;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;287.9687882071628;1116.838430358062;1116.838430358062;6282.7807654;0.0;8300.0;81.1797;0.0;18662.0;-16172.077744403383;-15544.32;-627.7577444033833;0.0;17169.93;-3276.479854955071;2589.7472503802774
19;1;32;122.06339715777118;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2095.7406477580926;2792.8796582602117;2792.8796582602117;10670.464698727938;10670.46469872711;10670.46469872711;275.7935648550744;1116.838430358062;1116.838430358062;6462.5076955;0.0;8300.0;0.9331;0.0;18662.0;-16005.439344073535;-15384.0;-621.4393440735355;0.0;17169.93;-3499.9999999999204;2589.7472503802774
20;1;32;106.85410247431595;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1620.450189994664;2792.8796582602117;2792.8796582602117;10670.464695295346;10670.46469872711;10670.46469872711;85.67738143460632;1116.838430358062;1116.838430358062;6512.9461564;0.0;8300.0;0.0;0.0;18662.0;-15389.538060315144;-14789.76;-599.7780603151449;0.0;17169.93;-3499.9999999999463;2589.7472503802774
21;1;32;101.48709239018648;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1452.7234418540588;2792.8796582602117;2792.8796582602117;10185.880361352283;10670.46469872711;10670.46469872711;18.588783164722578;1116.838430358062;1116.838430358062;6428.9884609;0.0;8300.0;0.0;0.0;18662.0;-14586.181868220567;-14016.96;-569.2218682205676;0.0;17169.93;-3499.9992966579407;2589.7472503802774
22;1;32;95.1537509248093;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1254.7465616413256;2792.8796582602117;2792.8796582602117;9392.627064014772;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;6320.45;0.0;8300.0;0.0;0.0;18662.0;-13758.895404407263;-13221.119999999999;-537.7754044072651;0.0;17169.93;-3208.9307528876475;2589.7472503802774
23;1;32;92.21600493356117;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1162.8891099693344;2792.8796582602117;2792.8796582602117;9023.961288007506;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;6181.9038436;0.0;8300.0;0.0;0.0;18662.0;-12891.101331165237;-12386.88;-504.22133116523685;0.0;17169.93;-3477.6577443444085;2589.7472503802774
24;1;32;89.38165831514783;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1074.426838240006;2792.8796582602117;2792.8796582602117;8672.707221669749;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;5915.9846173;0.0;8300.0;0.0;0.0;18662.0;-12163.118676918832;-11687.039999999999;-476.078676918832;0.0;17169.93;-3499.999999999763;2589.7472503802774
25;2;116;97.85315303940531;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1339.159071369556;2792.8796582602117;2792.8796582602117;9731.462040308628;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;2475.6346173;0.0;8300.0;0.0;0.0;18662.0;-10428.785108879209;-10021.44;-407.3451088792078;0.0;17169.93;-3117.4706936466564;2589.7472503802774
26;2;116;95.68065845686682;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1271.275849183554;2792.8796582602117;2792.8796582602117;9460.226430387153;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;2379.5461564;0.0;8300.0;0.0;0.0;18662.0;-10168.2616240085;-9770.88;-397.3816240085021;0.0;17169.93;-2942.786582579721;2589.7472503802774
27;2;116;95.34736436233491;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1260.87324613638;2792.8796582602117;2792.8796582602117;9418.916029904816;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;2279.9461564;0.0;8300.0;0.0;0.0;18662.0;-10084.375641903282;-9690.24;-394.1356419032824;0.0;17169.93;-2875.3590023378465;2589.7472503802774
28;2;116;95.68190750058464;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1271.3186958337649;2792.8796582602117;2792.8796582602117;9460.486950918083;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;2241.9576954999998;0.0;8300.0;0.0;0.0;18662.0;-10105.321777500256;-9710.4;-394.9217775002554;0.0;17169.93;-2868.441169343052;2589.7472503802774
29;2;116;99.04383596114181;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1376.3680689948792;2792.8796582602117;2792.8796582602117;9880.287409300525;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;2194.7115391;0.0;8300.0;0.0;0.0;18662.0;-10397.69151711448;-9991.68;-406.0115171144795;0.0;17169.93;-3053.6755684037716;2589.7472503802774
30;2;116;110.65844034526734;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1739.3137519769111;2792.8796582602117;2792.8796582602117;10670.46469872777;10670.46469872711;10670.46469872711;133.22905918562432;1116.838430358062;1116.838430358062;2139.1653827;0.0;8300.0;0.0;0.0;18662.0;-11300.481207371333;-10860.48;-440.0012073713341;0.0;17169.93;-3381.692152602487;2589.7472503802774
31;2;116;127.39491938279109;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2262.3380575761776;2792.8796582602117;2792.8796582602117;10670.464698727941;10670.46469872711;10670.46469872711;342.43611960145597;1116.838430358062;1116.838430358062;2076.2769218000003;0.0;8300.0;40.58985;0.0;18662.0;-12176.46801052009;-11704.32;-472.1480105200904;0.0;17169.93;-3215.6377547121238;2589.7472503802774
32;2;116;122.26562351922638;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2102.0383554004175;2792.8796582602117;2792.8796582602117;10670.46469872794;10670.46469872711;10670.46469872711;278.3188612570083;1116.838430358062;1116.838430358062;2003.4923045;0.0;8300.0;530.9339;0.0;18662.0;-12416.79993413126;-11934.72;-482.07993413126115;0.0;17169.93;-3168.4486494096304;2589.7472503802774
33;2;116;99.77276159203313;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1399.1488136398284;2792.8796582602117;2792.8796582602117;9971.595139818766;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1869.0961564000002;0.0;8300.0;2002.4326;0.0;18662.0;-11742.272709604304;-11283.84;-458.43270960430414;0.0;17169.93;-3499.99999999982;2589.7472503802774
34;2;116;80.36295865949833;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;792.592459704872;2792.8796582602117;2792.8796582602117;7545.369825638919;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1620.0961564000002;0.0;8300.0;4115.43755;0.0;18662.0;-10573.495991714668;-10158.72;-414.7759917146693;0.0;17169.93;-3499.999999999981;2589.7472503802774
35;2;116;61.77856962994185;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;211.8303018654852;2792.8796582602117;2792.8796582602117;5222.321199781597;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1423.1307654;0.0;8300.0;6272.76475;0.0;18662.0;-9630.047017030089;-9250.56;-379.4870170300887;0.0;17169.93;-3499.999999999971;2589.7472503802774
36;2;116;49.02842591073837;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;3628.5532388416036;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1273.0923045;0.0;8300.0;7763.85855;0.0;18662.0;-9165.504093341637;-8803.199999999999;-362.3040933416385;0.0;17169.93;-3499.999999999991;2589.7472503802774
37;2;116;41.844088215252306;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;2730.5110269059364;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1176.6846173;0.0;8300.0;8507.072699999999;0.0;18662.0;-8914.268344205968;-8561.279999999999;-352.988344205969;0.0;17169.93;-3499.999999999996;2589.7472503802774
38;2;116;35.30452664407582;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;1913.0658305089912;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1110.2846172999998;0.0;8300.0;9225.5597;0.0;18662.0;-8748.910147809023;-8401.92;-346.99014780902246;0.0;17169.93;-3499.999999999991;2589.7472503802774
39;2;116;38.145328791814975;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;2268.1660989762545;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1136.1423045;0.0;8300.0;9083.26195;0.0;18662.0;-8987.570353476278;-8631.36;-356.2103534762769;0.0;17169.93;-3500.000000000011;2589.7472503802774
40;2;116;48.59147995186274;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;0.0;2792.8796582602117;2792.8796582602117;3573.934993982191;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1384.8230782;0.0;8300.0;8186.55285;0.0;18662.0;-9645.310922182218;-9264.0;-381.3109221822173;0.0;17169.93;-3499.999999999987;2589.7472503802774
41;2;116;60.96032125933147;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;186.26004016276158;2792.8796582602117;2792.8796582602117;5120.040153970866;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1672.7692346000001;0.0;8300.0;7247.387699999999;0.0;18662.0;-10726.457128718828;-10303.68;-422.77712871882727;0.0;17169.93;-3499.999999999979;2589.7472503802774
42;2;116;71.80686829972545;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;525.2146356002369;2792.8796582602117;2792.8796582602117;6475.858532207934;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1834.3;0.0;8300.0;6103.4071;0.0;18662.0;-11438.780267785603;-10989.119999999999;-449.6602677856048;0.0;17169.93;-3499.999999999982;2589.7472503802774
43;2;116;86.70526167249729;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;990.7894291216819;2792.8796582602117;2792.8796582602117;8338.15770115175;10670.46469872711;10670.46469872711;0.0;1116.838430358062;1116.838430358062;1646.9115391;0.0;8300.0;4727.55115;0.0;18662.0;-12203.409819339457;-11725.439999999999;-477.96981933945773;0.0;17169.93;-3499.9999999999955;2589.7472503802774
44;2;116;104.06114676328197;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1533.1608428729373;2792.8796582602117;2792.8796582602117;10507.643311609752;10670.46469872711;10670.46469872711;50.7643350166256;1116.838430358062;1116.838430358062;1452.5;0.0;8300.0;2781.5710999999997;0.0;18662.0;-12825.639589368075;-12325.439999999999;-500.1995893680755;0.0;17169.93;-3499.999999999959;2589.7472503802774
45;2;116;129.92849762670124;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2341.512378603807;2792.8796582602117;2792.8796582602117;10670.464698727943;10670.46469872711;10670.46469872711;374.10584775141825;1116.838430358062;1116.838430358062;1274.6884609;0.0;8300.0;1081.92945;0.0;18662.0;-12888.232726421942;-12388.8;-499.4327264219428;0.0;17169.93;-2854.468227057191;2589.7472503802774
46;2;116;136.50932686563792;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2547.163292302067;2792.8796582602117;2792.8796582602117;10670.464698727945;10670.46469872711;10670.46469872711;456.36621323280764;1116.838430358062;1116.838430358062;1083.15;0.0;8300.0;87.24485;0.0;18662.0;-12239.269415986253;-11765.76;-473.5094159862527;0.0;17169.93;-2605.1197557714813;2589.7472503802774
47;2;116;126.46203560652197;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;2233.198106991802;2792.8796582602117;2792.8796582602117;10670.464698727941;10670.46469872711;10670.46469872711;330.77654634884163;1116.838430358062;1116.838430358062;901.8269218;0.0;8300.0;0.0;0.0;18662.0;-11636.265910797201;-11184.96;-451.30591079720307;0.0;17169.93;-2500.000000000122;2589.7472503802774
48;2;116;115.91336191074676;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1903.5520552627604;2792.8796582602117;2792.8796582602117;10670.464698727934;10670.46469872711;10670.46469872711;198.91812523950307;1116.838430358062;1116.838430358062;717.3115391;0.0;8300.0;0.0;0.0;18662.0;-10990.246055218136;-10562.88;-427.3660552181381;0.0;17169.93;-2500.0000000002506;2589.7472503802774
49;3;138;102.92513701836009;69999.99593013558;14580.182787346776;17169.93;14580.182787346776;1497.6605340513102;2792.8796582602117;2792.8796582602117;10365.64211579179;10670.46469872711;10670.46469872711;36.56421288880173;1116.838430358062;1116.838430358062;1472.9307654;0.0;8300.0;0.0;0.0;18662.0;-10872.797628087215;-10448.64;-424.15762808721666;0.0;17169.93;-2500.000000000099;2589.7472503802774
