Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_C_MidMerit;new_capacity_Gen_C_MidMerit;Capacity_Gen_C_MidMerit;Gen_C_Baseload;new_capacity_Gen_C_Baseload;Capacity_Gen_C_Baseload;Gen_C_Peak;new_capacity_Gen_C_Peak;Capacity_Gen_C_Peak;Gen_C_WindOnshore;new_capacity_Gen_C_WindOnshore;Capacity_Gen_C_WindOnshore;Gen_C_PV;new_capacity_Gen_C_PV;Capacity_Gen_C_PV;Cons_C;Inelastic_Cons_C;Elastic_Cons_C;ENS_Cons_C;CapDemand_Cons_C;NetworkManager;CapacityManager
11;79.79437982272079;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;774.7898187710672;1576.1762588226281;1576.1762588226281;7120.275507044988;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;2856.1538443;0.0;8300.0;1591.7045236959998;0.0;18662.0;-11542.457418949089;-11089.607999999998;-452.8494189490895;0.0;16311.4;-800.4676073696567;3073.208101576469
12;450.6586884808395;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;1576.1762588226102;1576.1762588226281;1576.1762588226281;7120.275507047779;7120.27550704876;7120.27550704876;4383.227680516489;4541.740132552256;4541.740132552256;830.083;0.0;8300.0;1882.46897174;0.0;18662.0;-16127.003265690157;-15552.0096;-574.9936656901575;0.0;16311.4;334.7698728825238;3073.208101576469
13;70.17509531674837;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;474.17951151864753;1576.1762588226281;1576.1762588226281;6271.044659331883;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3217.6923076000003;0.0;8300.0;2082.273357486;0.0;18662.0;-11353.65389278177;-10907.1618432;-446.49204958177;0.0;16311.4;-691.537143039294;3073.208101576469
14;70.29429787381099;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;477.90589135527165;1576.1762588226281;1576.1762588226281;6285.975086382183;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3400.1923092;0.0;8300.0;1853.2386811400002;0.0;18662.0;-11490.668958103595;-11038.8018432;-451.86711490359386;0.0;16311.4;-526.6441446665428;3073.208101576469
15;72.43657197647877;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;544.8608689737374;1576.1762588226281;1576.1762588226281;6553.945626956019;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3565.961536;0.0;8300.0;1297.8632157260001;0.0;18662.0;-11730.421728761745;-11269.367999999999;-461.0537287617454;0.0;16311.4;-232.210342465663;3073.208101576469
16;79.844624427451;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;776.359963057402;1576.1762588226281;1576.1762588226281;7120.275507046152;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3709.2307659;0.0;8300.0;1020.944702666;0.0;18662.0;-12035.259739926865;-11563.0818432;-472.1778967268659;0.0;16311.4;-591.5525326471911;3073.208101576469
17;107.79290190852522;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;1576.1762588226634;1576.1762588226281;1576.1762588226281;7120.275507048493;7120.27550704876;7120.27550704876;97.40534794547366;4541.740132552256;4541.740132552256;3789.0384614;0.0;8300.0;523.645213294;0.0;18662.0;-12651.495963537564;-12158.5421568;-492.9538067375637;0.0;16311.4;-455.04679368204955;3073.208101576469
18;498.2966575549939;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;1576.1762588226175;1576.1762588226281;1576.1762588226281;7120.275507048381;7120.27550704876;7120.27550704876;4541.7401325512965;4541.740132552256;4541.740132552256;830.083;0.0;8300.0;0.0;0.0;18662.0;-17910.316551791784;-17280.009599999998;-630.3069517917868;0.0;16311.4;3842.041655517255;3073.208101576469
19;518.8266113588015;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;1576.1762588226159;1576.1762588226281;1576.1762588226281;7120.275507048227;7120.27550704876;7120.27550704876;4541.740132552285;4541.740132552256;4541.740132552256;830.083;0.0;8300.0;0.0;0.0;18662.0;-16165.690675653754;-15600.0;-565.6906756537533;0.0;16311.4;2097.4157772839044;3073.208101576469
20;125.78467665391759;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;1576.1762588226616;1576.1762588226281;1576.1762588226281;7120.275507048338;7120.27550704876;7120.27550704876;322.3025336113752;4541.740132552256;4541.740132552256;3702.8846191;0.0;8300.0;0.0;0.0;18662.0;-12530.426497268876;-12044.359382399998;-486.0671148688783;0.0;16311.4;-191.21438922594345;3073.208101576469
21;98.12012398782697;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;1347.4684839443537;1576.1762588226281;1576.1762588226281;7120.275507048338;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3685.7692306;0.0;8300.0;0.0;0.0;18662.0;-11934.457253223127;-11468.331696;-466.12555722312675;0.0;16311.4;-219.05758589346848;3073.208101576469
22;80.20293796589888;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;787.5572638540388;1576.1762588226281;1576.1762588226281;7120.275507047684;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3657.884617;0.0;8300.0;0.0;0.0;18662.0;-11347.24379837475;-10902.0978432;-445.14595517475055;0.0;16311.4;-218.47492200739913;3073.208101576469
23;72.7278828385;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;553.9747250904142;1576.1762588226281;1576.1762588226281;6590.559133212519;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3583.6538492;0.0;8300.0;0.0;0.0;18662.0;-10661.630760598004;-10242.6147648;-419.01599579800273;0.0;16311.4;-66.55752450452033;3073.208101576469
24;69.37668997076729;79819.0984491612;13238.19189842353;16311.4;13238.19189842353;449.25157596677354;1576.1762588226281;1576.1762588226281;6171.690626759855;7120.27550704876;7120.27550704876;0.0;4541.740132552256;4541.740132552256;3423.8461555;0.0;8300.0;0.0;0.0;18662.0;-9920.214830323708;-9530.01784608;-390.1969842437079;0.0;16311.4;-124.5740706526124;3073.208101576469
